lemma	pos	alternation	flags	surface	krdict_ids	stdict_ids	opendict_ids	status
끄지르다	VV	ReuDoubleL				56603:56603001	453492:1	review
끄집다	VV	Regular			37868	404694:404694001	343275:1	regular-control
끌어넣다	VV	Regular			38027	57439:57439001	1357929:1|379551:1	regular-control
끓어오르다	VV	ReuDoubleL			38114	56663:56663001	334115:1|337538:1|343087:1	promoted
끔찍스럽다	VA	BToWo			38374	56681:56681001	478713:1|481744:1|484753:1	productive-duplicate
끗다	VV	DropS				56887:56887001	112006:1	review
끙짜놓다	VV	Regular				404710:404710001	331658:1|334700:1	regular-control
끝닿다	VV	Regular			38399	405301:405301001	112392:1	regular-control
나돋다	VV	Regular				58526:58526001	478740:1	regular-control
나르다	VV	ReuDoubleL			28302	57521:57521001	111025:1	promoted
나오르다	VV	ReuDoubleL				60199:60199001	416309:1	review
낙담스럽다	VA	BToWo					1077935:1	productive-duplicate
난잡스럽다	VA	BToWo				59161:59161001	10169:1|36836:1	productive-duplicate
난중스럽다	VA	BToWo				60709:60709001	379727:1	productive-duplicate
날솟다	VV	Regular				61113:61113001	453516:1	regular-control
날아놓다	VV	Regular				60288:60288001	113472:1	regular-control
날아오르다	VV	ReuDoubleL			40857	59362:59362001	110459:1	promoted
날카롭다	VA	BToWo			16556	59336:59336001	37006:1|63574:1|69341:1|71677:1|72402:1|9502:1	productive-duplicate
날파람스럽다	VA	BToWo				59455:59455001	526775:1	productive-duplicate
날파람잡다	VV	Regular				59457:59457001	111323:1	regular-control
남다르다	VA	ReuDoubleL			36949	62251:62251001	113097:1	promoted
남모르다	VV	ReuDoubleL			37882	61337:61337001	343369:1	promoted
남부끄럽다	VA	BToWo			38353	405517:405517001	343448:1	promoted
남부럽다	VA	BToWo			37981			review
남사스럽다	VA	BToWo			90248	62349:62349001	115209:1	productive-duplicate
남성스럽다	VA	BToWo				515951:515951001	597151:1	productive-duplicate
남세스럽다	VA	BToWo			90249	59631:59631001	416855:1	productive-duplicate
남우세스럽다	VA	BToWo			37344	403932:403932001	114370:1	productive-duplicate
남의달잡다	VV	Regular				60750:60750001	416613:1	regular-control
낫다	VA	DropS			38524	61560:61560001	113950:1	core-duplicate
낫다	VV	DropS			62354	403928:403928001	113949:1	promoted
낫잡다	VV	Regular				61249:61249001	379888:1	regular-control
낭패롭다	VA	BToWo				405384:405384001	527368:1	productive-duplicate
낭패스럽다	VA	BToWo			41277	62064:62064001	343635:1	productive-duplicate
낮잡다	VV	Regular			91980	62652:62652001	404898:1|408003:1	regular-control
낮추잡다	VV	Regular				62445:62445001	116949:1	regular-control
낯간지럽다	VA	BToWo			41296	63563:63563001	116954:1	promoted
낯모르다	VV	ReuDoubleL			41304	408107:408107001	453576:1	promoted
낯부끄럽다	VA	BToWo			41308	408108:408108001	113744:1	promoted
낳다	VV	Regular			64391	405847:405847001|63332:63332001	36361:1|478895:1|481817:1|63578:1|9664:1	regular-control
내걷다	VV	DToL				409972:409972001	114858:1	review
내곱다	VV	Regular				405608:405608001	379976:1	regular-control
내굽다	VV	Regular				62514:62514001	115909:1	regular-control
내긋다	VV	DropS				61733:61733001	9977:1	review
내놓다	VV	Regular			61013	405781:405781001	29979:1|30806:1|31813:1|60987:1|62194:1|62405:1|69059:1|69535:1|71618:1|71802:1|72020:1	regular-control
내닫다	VV	DToL			41845	407942:407942001	478938:1|481857:1	promoted
내돋다	VV	Regular				63505:63505001	527437:1	regular-control
내두르다	VV	ReuDoubleL			41855	406385:406385001	10133:1|36786:1	promoted
내려놓다	VV	Regular			59468	62831:62831001	1382367:1|1382368:1|552275:1|555256:1	regular-control
내려받다	VV	Regular			601048	515994:515994001	597207:1	regular-control
내리구르다	VV	ReuDoubleL				62307:62307001	114435:1	review
내리긋다	VV	DropS			41902	408045:408045001	114661:1	promoted
내리누르다	VV	ReuDoubleL			41907	406766:406766001	368479:1|371431:1|374404:1	promoted
내리닫다	VV	DToL				61793:61793001	36366:1|9705:1	review
내리받다	VV	Regular				410357:410357001	114872:1	regular-control
내리벋다	VV	Regular				64195:64195001	36421:1|9766:1	regular-control
내리붓다	VV	DropS			39230	406299:406299001	36459:1|9767:1	promoted
내리뻗다	VV	Regular				63470:63470001	36469:1|9819:1	regular-control
내리쌓다	VV	Regular				405962:405962001	9821:1	regular-control
내리쏟다	VV	Regular				406123:406123001	370781:1|374252:1|380001:1	regular-control
내리지르다	VV	ReuDoubleL			39238	406122:406122001	478922:1|481836:1	promoted
내리찧다	VV	Regular				64439:64439001	115276:1	regular-control
내리퍼붓다	VV	DropS			39516	64383:64383001	36526:1|9878:1	promoted
내리흐르다	VV	ReuDoubleL				405785:405785001	36586:1|9887:1	review
내림받다	VV	Regular				404126:404126001	115487:1	regular-control
내받다	VV	Regular				405605:405605001	10035:1|36698:1	regular-control
내뻗다	VV	Regular			40628	405347:405347001	554461:1|557901:1|558761:1	regular-control
내뽑다	VV	Regular			40622	63634:63634001	115069:1|29937:1|60944:1|68448:1	regular-control
내솟다	VV	Regular			40286	405596:405596001	36510:1|63585:1|9823:1	regular-control
내숭스럽다	VA	BToWo				63143:63143001	116362:1	productive-duplicate
내쌓다	VV	Regular				410939:410939001	527421:1	regular-control
내쏟다	VV	Regular			39936	62589:62589001	515596:1|518545:1	regular-control
내씹다	VV	Regular				410551:410551001	36527:1|63773:1|9946:1	regular-control
내어놓다	VV	Regular			90783	516358:516358001	597672:1|597673:1|597674:1|597675:1|597677:1|597679:1	regular-control
내젓다	VV	DropS			41111	63345:63345001	37012:1|63681:1|69385:1|9561:1	promoted
내지르다	VV	ReuDoubleL			41125	406435:406435001	334032:1|337408:1|338199:1|338468:1|343326:1|343327:1	promoted
내찌르다	VV	ReuDoubleL				404643:404643001	36317:1|9775:1	review
내켜놓다	VV	Regular				410746:410746001	478917:1|481824:1	regular-control
내퍼붓다	VV	DropS				65216:65216001	114702:1|30846:1|62240:1	review
내휘두르다	VV	ReuDoubleL			41158	63562:63562001	10144:1|36709:1	promoted
냅다	VA	BToWo				407495:407495001	564143:1	review
냉수스럽다	VA	BToWo				64431:64431001	114713:1	productive-duplicate
냉정스럽다	VA	BToWo				62996:62996001	453747:1	productive-duplicate
너그럽다	VA	BToWo			40249	406433:406433001	441894:1|444932:1|448045:1|448677:1	promoted
너르다	VA	ReuDoubleL			40266	64666:64666001	10042:1|36600:1	promoted
너르디너르다	VA	ReuDoubleL				64668:64668001	343329:1	review
너름받다	VV	Regular				65123:65123001	563857:1	regular-control
넉넉잡다	VV	Regular			42800			regular-control
넉살스럽다	VA	BToWo			42803	402901:402901001	115986:1	productive-duplicate
넉장뽑다	VV	Regular				64965:64965001	116191:1	regular-control
넌덕스럽다	VA	BToWo				64974:64974001	116612:1	productive-duplicate
널따랗다	VA	DropH			42813	407903:407903001	563883:1	promoted
널어놓다	VV	Regular			41126	64163:64163001	114313:1	regular-control
넘겨듣다	VV	DToL				64300:64300001	116213:1	review
넘겨받다	VV	Regular			41222	64302:64302001	116214:1	regular-control
넘겨잡다	VV	Regular				404586:404586001	116421:1	regular-control
넘쳐흐르다	VV	ReuDoubleL			41330	404678:404678001	478884:1|481794:1	promoted
넣다	VV	Regular			64509	406793:406793001	444153:1|447714:1|448569:1|448843:1|448972:1|449024:1|449086:1|449115:1|588825:1|588830:1|588832:1|588833:1|588834:1|588835:1	regular-control
노라발갛다	VA	DropH				66023:66023001	116680:1	review
노랗다	VA	DropH			40101	408551:408551001	36908:1|9530:1	promoted
노랗디노랗다	VA	DropH					924800:1	review
노르다	VA	Reo				67075:67075001	343800:1	review
노엽다	VA	BToWo			42882	66862:66862001	120123:1	promoted
놀랍다	VA	BToWo			88324	403097:403097001	478961:1|481864:1|484756:1	promoted
농사짓다	VV	DropS			28324	67018:67018001	10161:1|36674:1	promoted
농판스럽다	VA	BToWo				69562:69562001	417269:1	productive-duplicate
높다랗다	VA	DropH			45287	70847:70847001	117196:1	promoted
높푸르다	VA	Reo			45296	68444:68444001	117834:1	promoted
놓다	VV	Regular			89534	68357:68357001	117837:1|29188:1|31048:1|31733:1|589039:1|61068:1|61837:1|62308:1|68213:1|68964:1|69491:1|70646:1|71538:1|71762:1|71978:1|72124:1|72138:1|72199:1|72594:1|72677:1|72818:1|72954:1|72965:1|72985:1|73060:1|73107:1	regular-control
놓아기르다	VV	ReuDoubleL			90455	409228:409228001	118057:1	promoted
뇌꼴스럽다	VA	BToWo				71045:71045001	491017:1	productive-duplicate
뇌랗다	VA	DropH				409908:409908001	118964:1	review
누그럽다	VA	BToWo				406688:406688001	441876:1|444906:1	review
누렇다	VA	DropH			45598			review
누르다	VA	Reo			45609	70434:70434001	380542:1	core-duplicate
누르다	VV	ReuDoubleL			72239	406858:406858001	30061:1|61088:1|68503:1|70854:1|72386:1	core-duplicate
누르디누르다	VA	Reo				70647:70647001	380543:1	review
눈꼴사납다	VA	BToWo			91732	409492:409492001	120260:1	promoted
눈물겹다	VA	BToWo			90893	70271:70271001	117473:1	promoted
눈물짓다	VV	DropS			600669	407022:407022001	416996:1	promoted
눋다	VV	DToL			41647	409454:409454001	117688:1	promoted
눌러놓다	VV	Regular			41650	409805:409805001	340:1|36450:1|63272:1	regular-control
눌러듣다	VV	DToL				70158:70158001	342:1|36452:1	review
눕다	VV	BToWo			62063	410143:410143001|69397:69397001|69453:69453001	118126:1|118127:1|367407:1|371546:1|374360:1	core-duplicate
느껍다	VA	BToWo			40391	70766:70766001	117492:1	promoted
느물스럽다	VA	BToWo				72010:72010001	118600:1	productive-duplicate
늘어놓다	VV	Regular			37864	73189:73189001	121171:1|121172:1|30092:1|61139:1|68549:1	regular-control
늘잡다	VV	Regular				71653:71653001	121581:1	regular-control
늠름스럽다	VA	BToWo				71698:71698001	122233:1	productive-duplicate
능갈스럽다	VA	BToWo				517261:517261001	598859:1	productive-duplicate
능글스럽다	VA	BToWo				409996:409996001	491494:1	productive-duplicate
능청스럽다	VA	BToWo			41358	71523:71523001	122018:1	productive-duplicate
늦잡다	VV	Regular				410010:410010001	232:1|37856:1	regular-control
늦추잡다	VV	Regular				71463:71463001	514605:1|518606:1	regular-control
늦치르다	VV	Regular	EU_DROP			71661:71661001	491496:1	regular-control
다급스럽다	VA	BToWo				71492:71492001	564755:1	productive-duplicate
다다르다	VV	Regular	EU_DROP		41715	410574:410574001	224:1|37561:1	regular-control
다랍다	VA	BToWo				72342:72342001	37467:1|787:1	review
다르다	VA	ReuDoubleL			26824	72210:72210001	37529:1|817:1	core-duplicate
다변스럽다	VA	BToWo				72484:72484001	122508:1	productive-duplicate
다복스럽다	VA	BToWo				73393:73393001	122888:1	productive-duplicate
다사롭다	VA	BToWo				407538:407538001|73195:73195001	344117:1|344118:1	productive-duplicate
다사스럽다	VA	BToWo				74288:74288001	514594:1|518649:1	productive-duplicate
다습다	VA	BToWo				73110:73110001	564763:1	review
다심스럽다	VA	BToWo				409559:409559001	122515:1	productive-duplicate
다양스럽다	VA	BToWo				73287:73287001	122710:1	productive-duplicate
다잡다	VV	Regular			40576	412570:412570001	64291:1|69548:1|71763:1|804:1	regular-control
다정스럽다	VA	BToWo			40586	73475:73475001	528015:1	productive-duplicate
다지르다	VV	ReuDoubleL				74748:74748001	380894:1	review
다채롭다	VA	BToWo			41919	412763:412763001	417651:1	productive-duplicate
다행스럽다	VA	BToWo			41923	73547:73547001	121697:1	productive-duplicate
단작스럽다	VA	BToWo				75152:75152001	122780:1	productive-duplicate
단조롭다	VA	BToWo			41990	74761:74761001	417315:1	productive-duplicate
단지럽다	VA	BToWo				76048:76048001	121154:1	review
닫다	VV	DToL				413716:413716001	124708:1	review
닫다	VV	Regular			57289	413536:413536001	1345:1|37422:1|597564:1|69555:1	regular-control
달갑다	VA	BToWo			44078	413245:413245001	565136:1	promoted
달아오르다	VV	ReuDoubleL			90901	413671:413671001	403927:1|408086:1|411050:1|411629:1	promoted
닭살스럽다	VA	BToWo					740583:1	productive-duplicate
담쌓다	VV	Regular			44197	413533:413533001	1402:1|37582:1	regular-control
당그랗다	VA	DropH				76708:76708001	126395:1	review
당혹스럽다	VA	BToWo			38692	516058:516058001	597280:1	productive-duplicate
당황스럽다	VA	BToWo			38993	516059:516059001	597281:1	productive-duplicate
닿다	VV	Regular			62308	411389:411389001	407233:1|410699:1|411522:1|418042:1|418043:1|418044:1|418070:1|589161:1	regular-control
대견스럽다	VA	BToWo			42225	411340:411340001	125235:1	productive-duplicate
대단스럽다	VA	BToWo				414222:414222001	454971:1	productive-duplicate
대담스럽다	VA	BToWo				79929:79929001	126905:1	productive-duplicate
대받다	VV	Regular				80825:80825001|80826:80826001	127154:1|37787:1|7515:1	regular-control
대범스럽다	VA	BToWo				79130:79130001	417724:1	productive-duplicate
대수롭다	VA	BToWo			41874	79419:79419001	491798:1	productive-duplicate
대접받다	VV	Regular				534022:534022001	1709339:1|1709340:1	regular-control
대지르다	VV	ReuDoubleL				81438:81438001	491604:1|589156:1	review
댕그랗다	VA	DropH			47291	82571:82571001	588940:1	promoted
더넘스럽다	VA	BToWo				82898:82898001	127949:1	productive-duplicate
더럽다	VA	BToWo			47384	412222:412222001	38341:1|63942:1|7371:1	promoted
더위잡다	VV	Regular				412198:412198001	37157:1|7786:1	regular-control
덕성스럽다	VA	BToWo			47414	412019:412019001	129471:1	productive-duplicate
덕스럽다	VA	BToWo			47416	411804:411804001	381543:1	productive-duplicate
던적스럽다	VA	BToWo				82804:82804001	130764:1	productive-duplicate
던지럽다	VA	BToWo				83062:83062001	130770:1	review
덜룽스럽다	VA	BToWo				83222:83222001	128625:1	productive-duplicate
덜퍽스럽다	VA	BToWo				412742:412742001	528790:1	productive-duplicate
덤턱스럽다	VA	BToWo				83129:83129001	492303:1	productive-duplicate
덥다	VA	BToWo			44484	82983:82983001	1360130:1|478658:1|482094:1|484850:1	promoted
덥덥스럽다	VA	BToWo				82602:82602001	130552:1	productive-duplicate
덥디덥다	VA	BToWo					924810:1	review
덧긋다	VV	DropS				412361:412361001	127763:1	review
덧깁다	VV	BToWo				81957:81957001	127765:1	review
덧껴입다	VV	Regular				81960:81960001	127768:1	regular-control
덧놓다	VV	Regular				81998:81998001	127985:1	regular-control
덧묻다	VV	Regular				412275:412275001|82306:82306001	128406:1|404727:1|408125:1	regular-control
덧바르다	VV	ReuDoubleL			51281	414914:414914001	128411:1	promoted
덧솟다	VV	Regular				83566:83566001	128861:1	regular-control
덧싣다	VV	DToL				84448:84448001	128864:1	core-duplicate
덧쌓다	VV	Regular				84498:84498001	129057:1	regular-control
덧입다	VV	Regular			51345	84168:84168001	129285:1	regular-control
덧잡다	VV	Regular				84030:84030001	129287:1	regular-control
덩그렇다	VA	DropH			51012			review
덩그맣다	VA	DropH			51013	84072:84072001	455386:1	promoted
덩다랗다	VA	DropH				84288:84288001	130145:1	review
덮누르다	VV	ReuDoubleL				84570:84570001	130804:1	review
덮쌓다	VV	Regular				83105:83105001	127530:1	regular-control
덮쳐누르다	VV	ReuDoubleL				84468:84468001	127537:1	review
덮쳐잡다	VV	Regular				83696:83696001	127539:1	regular-control
데면스럽다	VA	BToWo				415281:415281001	404719:1|408115:1	productive-duplicate
데퉁스럽다	VA	BToWo				412171:412171001	7422:1	productive-duplicate
덴덕스럽다	VA	BToWo				84159:84159001	418186:1	productive-duplicate
도담스럽다	VA	BToWo				85124:85124001	515329:1	productive-duplicate
도량스럽다	VA	BToWo				85345:85345001	130404:1	productive-duplicate
도르다	VV	ReuDoubleL				84664:84664001|86036:86036001	418249:1|444279:1|447780:1|448647:1|455209:1|455238:1	review
도섭스럽다	VA	BToWo				85210:85210001	455056:1	productive-duplicate
도스르다	VV	ReuDoubleL				413377:413377001	128500:1	review
도탑다	VA	BToWo				415625:415625001	128772:1	review
독살스럽다	VA	BToWo				85789:85789001	455534:1	productive-duplicate
돈바르다	VA	ReuDoubleL				87391:87391001	133365:1	review
돋다	VV	Regular			48604	416196:416196001	1368715:1|407235:1|407301:1|410706:1|410752:1|411580:1	regular-control
돌라놓다	VV	Regular				416304:416304001|511757:511757001	38425:1|591806:1|7395:1	regular-control
돌라쌓다	VV	Regular				416852:416852001	134017:1	regular-control
돌라입다	VV	Regular				87129:87129001	134018:1	regular-control
돌려놓다	VV	Regular			92527	416423:416423001	134029:1|30217:1|61272:1	regular-control
돌려받다	VV	Regular			92525	87572:87572001	529266:1	regular-control
돌아눕다	VV	BToWo			48310	87061:87061001	133399:1	promoted
돔바르다	VA	ReuDoubleL				88490:88490001	37972:1|7811:1	review
돕다	VV	BToWa			17203	412091:412091001	517861:1|521313:1|522098:1|529147:1|529148:1	core-duplicate
동그랗다	VA	DropH			14795	416788:416788001	381964:1	promoted
동그맣다	VA	DropH			48988			review
되놓다	VV	Regular				90437:90437001	382039:1	regular-control
되눕다	VV	BToWo				90721:90721001	38213:1|448:1	review
되다랗다	VA	DropH				90165:90165001	134125:1	review
되돌려받다	VV	Regular				534164:534164001	850129:1	regular-control
되묻다	VV	DToL			48175	414560:414560001	551204:1|555449:1	promoted
