lemma	pos	alternation	flags	surface	krdict_ids	stdict_ids	opendict_ids	status
빠르다	VA	SurfaceOnly		빨리	68755>57305	157226:157226001>440371:440371001	517894:1>1658644:1|517894:1>184798:1|521409:1>1658644:1|521409:1>184798:1|534267:1>1658644:1|534267:1>184798:1|534268:1>1658644:1|534268:1>184798:1	dictionary-adverbial-i
뻔뻔스럽다	VA	SurfaceOnly		뻔뻔스레	61984			dictionary-related-adverb
뻘겋다	VA	SurfaceOnly		뻘거니	61276	438578:438578001		dictionary-conjugation
뻘겋다	VA	SurfaceOnly		뻘게	61276	438578:438578001		dictionary-conjugation
사사롭다	VA	SurfaceOnly		사사로이	61152			dictionary-related-adverb
상관없다	VA	SurfaceOnly		상관없는	16206	441431:441431001		dictionary-conjugation
상관없다	VA	SurfaceOnly		상관없이	16206>16217	441431:441431001>170570:170570001	12942:1>12943:1|12942:1>43950:1|43949:1>12943:1|43949:1>43950:1	dictionary-adverbial-i
상관있다	VA	SurfaceOnly		상관있는	62212	170327:170327001		dictionary-conjugation
새롭다	VA	SurfaceOnly		새로이	29029			dictionary-related-adverb
새삼스럽다	VA	SurfaceOnly		새삼스레	63350			dictionary-related-adverb
서슴없다	VA	SurfaceOnly		서슴없는	62702	176523:176523001		dictionary-conjugation
서슴없다	VA	SurfaceOnly		서슴없이	62702>62703	176523:176523001>176524:176524001	194162:1>194163:1	dictionary-adverbial-i
섣부르다	VA	SurfaceOnly		섣불리	63207>63208	185860:185860001>449186:449186001	198646:1>198647:1	dictionary-adverbial-i
섧다	VA	SurfaceOnly		설우니	63307	444728:444728001		dictionary-conjugation
섧다	VA	SurfaceOnly		설워	63307	444728:444728001		dictionary-conjugation
성화같다	VA	SurfaceOnly		성화같이	91784>63995	447578:447578001>186810:186810001	196612:1>352628:1	dictionary-adverbial-i
소담스럽다	VA	SurfaceOnly		소담스레	63617			dictionary-related-adverb
소용없다	VA	SurfaceOnly		소용없는	49245	189855:189855001		dictionary-conjugation
속없다	VA	SurfaceOnly		속없는	64275	448857:448857001		dictionary-conjugation
속절없다	VA	SurfaceOnly		속절없는	64268	192162:192162001		dictionary-conjugation
속절없다	VA	SurfaceOnly		속절없이	64268>64267	192162:192162001>449320:449320001	200814:1>200815:1	dictionary-adverbial-i
손색없다	VA	SurfaceOnly		손색없이	63797>63798	191908:191908001>191909:191909001	500143:1>426339:1	dictionary-adverbial-i
손쓰다	VV	SurfaceOnly		손써	63950	193142:193142001		dictionary-conjugation
수고롭다	VA	SurfaceOnly		수고로이	64023			dictionary-related-adverb
수고스럽다	VA	SurfaceOnly		수고스레	64028			dictionary-related-adverb
수없다	VA	SurfaceOnly		수없이	64602>15637	194921:194921001>443766:443766001	537269:1>463620:1	dictionary-adverbial-i
순조롭다	VA	SurfaceOnly		순조로이	64590			dictionary-related-adverb
스스럼없다	VA	SurfaceOnly		스스럼없는	65065	203661:203661001		dictionary-conjugation
스스럼없다	VA	SurfaceOnly		스스럼없이	65065>65079	203661:203661001>451271:451271001	390420:1>537682:1	dictionary-adverbial-i
슬프다	VA	SurfaceOnly		슬피	65103			dictionary-related-adverb
시급하다	VA	SurfaceOnly		시급히	65849			dictionary-related-adverb
시꺼멓다	VA	SurfaceOnly		시꺼머니	65936	451748:451748001		dictionary-conjugation
시꺼멓다	VA	SurfaceOnly		시꺼메	65936	451748:451748001		dictionary-conjugation
시뻘겋다	VA	SurfaceOnly		시뻘거니	85240	451350:451350001		dictionary-conjugation
시뻘겋다	VA	SurfaceOnly		시뻘게	85240	451350:451350001		dictionary-conjugation
시원스럽다	VA	SurfaceOnly		시원스레	66008			dictionary-related-adverb
시원하다	VA	SurfaceOnly		시원히	71281			dictionary-related-adverb
시커멓다	VA	SurfaceOnly		시커머니	65730	450620:450620001		dictionary-conjugation
시커멓다	VA	SurfaceOnly		시커메	65730	450620:450620001		dictionary-conjugation
시퍼렇다	VA	SurfaceOnly		시퍼러니	65743	451327:451327001		dictionary-conjugation
시퍼렇다	VA	SurfaceOnly		시퍼레	65743	451327:451327001		dictionary-conjugation
신랄하다	VA	SurfaceOnly		신랄히	66202			dictionary-related-adverb
실낱같다	VA	SurfaceOnly		실낱같이	81676>81677	204644:204644001>451709:451709001	15987:1>15988:1|15987:1>47393:1|47392:1>15988:1|47392:1>47393:1	dictionary-adverbial-i
실없다	VA	SurfaceOnly		실없는	91368	207470:207470001		dictionary-conjugation
실없다	VA	SurfaceOnly		실없이	91368>65780	207470:207470001>207483:207483001	209886:1>209887:1	dictionary-adverbial-i
싹수없다	VA	SurfaceOnly		싹수없는	66116	454473:454473001		dictionary-conjugation
싹트다	VV	SurfaceOnly		싹터	66111	455598:455598001		dictionary-conjugation
쏜살같다	VA	SurfaceOnly		쏜살같이	66632>66633	453028:453028001>207446:207446001	214855:1>214856:1	dictionary-adverbial-i
쓸데없다	VA	SurfaceOnly		쓸데없는	16730	208296:208296001		dictionary-conjugation
쓸데없다	VA	SurfaceOnly		쓸데없이	16730>16732	208296:208296001>208297:208297001	464525:1>501347:1	dictionary-adverbial-i
쓸모없다	VA	SurfaceOnly		쓸모없는	66474	208820:208820001		dictionary-conjugation
쓸모없다	VA	SurfaceOnly		쓸모없이	66474>66476	208820:208820001>455262:455262001	390912:1>212989:1	dictionary-adverbial-i
아낌없다	VA	SurfaceOnly		아낌없이	66457>66458	213879:213879001>213880:213880001	214557:1>214558:1	dictionary-adverbial-i
아랑곳없다	VA	SurfaceOnly		아랑곳없는	69550	212379:212379001		dictionary-conjugation
아랑곳없다	VA	SurfaceOnly		아랑곳없이	69550>93383	212379:212379001>212380:212380001	215696:1>354695:1	dictionary-adverbial-i
악쓰다	VV	SurfaceOnly		악써	66516	215005:215005001		dictionary-conjugation
악착같다	VA	SurfaceOnly		악착같이	66526>66527	216652:216652001>454973:454973001	575524:1>575525:1	dictionary-adverbial-i
야단스럽다	VA	SurfaceOnly		야단스레	90310			dictionary-related-adverb
어김없다	VA	SurfaceOnly		어김없는	67267	227827:227827001		dictionary-conjugation
어김없다	VA	SurfaceOnly		어김없이	67267>67268	227827:227827001>227828:227828001	479661:1>17214:1|479661:1>48350:1|483120:1>17214:1|483120:1>48350:1	dictionary-adverbial-i
어른스럽다	VA	SurfaceOnly		어른스레	70494			dictionary-related-adverb
어림없다	VA	SurfaceOnly		어림없는	70506	461095:461095001		dictionary-conjugation
어이없다	VA	SurfaceOnly		어이없는	67108	460918:460918001		dictionary-conjugation
어이없다	VA	SurfaceOnly		어이없이	67108>67109	460918:460918001>224613:224613001	502464:1>465637:1	dictionary-adverbial-i
어쩌다	VV	SurfaceOnly		어째	29765	461380:461380001		dictionary-conjugation
어처구니없다	VA	SurfaceOnly		어처구니없는	91843	227854:227854001		dictionary-conjugation
어처구니없다	VA	SurfaceOnly		어처구니없이	91843>67150	227854:227854001>227855:227855001	465927:1>502783:1	dictionary-adverbial-i
없다	VA	SurfaceOnly		없는	89917	454741:454741001		dictionary-conjugation
없다	VA	SurfaceOnly		없이	89917>89918	454741:454741001>459401:459401001	29289:1>17590:1|29289:1>48684:1|29289:1>65625:1|29289:1>69862:1|29289:1>71290:1|29289:1>71957:1|29289:1>72155:1|29289:1>72662:1|29289:1>72830:1|29289:1>73124:1|31090:1>17590:1|31090:1>48684:1|31090:1>65625:1|31090:1>69862:1|31090:1>71290:1|31090:1>71957:1|31090:1>72155:1|31090:1>72662:1|31090:1>72830:1|31090:1>73124:1|31505:1>17590:1|31505:1>48684:1|31505:1>65625:1|31505:1>69862:1|31505:1>71290:1|31505:1>71957:1|31505:1>72155:1|31505:1>72662:1|31505:1>72830:1|31505:1>73124:1|31738:1>17590:1|31738:1>48684:1|31738:1>65625:1|31738:1>69862:1|31738:1>71290:1|31738:1>71957:1|31738:1>72155:1|31738:1>72662:1|31738:1>72830:1|31738:1>73124:1|61171:1>17590:1|61171:1>48684:1|61171:1>65625:1|61171:1>69862:1|61171:1>71290:1|61171:1>71957:1|61171:1>72155:1|61171:1>72662:1|61171:1>72830:1|61171:1>73124:1|61885:1>17590:1|61885:1>48684:1|61885:1>65625:1|61885:1>69862:1|61885:1>71290:1|61885:1>71957:1|61885:1>72155:1|61885:1>72662:1|61885:1>72830:1|61885:1>73124:1|62352:1>17590:1|62352:1>48684:1|62352:1>65625:1|62352:1>69862:1|62352:1>71290:1|62352:1>71957:1|62352:1>72155:1|62352:1>72662:1|62352:1>72830:1|62352:1>73124:1|62761:1>17590:1|62761:1>48684:1|62761:1>65625:1|62761:1>69862:1|62761:1>71290:1|62761:1>71957:1|62761:1>72155:1|62761:1>72662:1|62761:1>72830:1|62761:1>73124:1|68278:1>17590:1|68278:1>48684:1|68278:1>65625:1|68278:1>69862:1|68278:1>71290:1|68278:1>71957:1|68278:1>72155:1|68278:1>72662:1|68278:1>72830:1|68278:1>73124:1|69013:1>17590:1|69013:1>48684:1|69013:1>65625:1|69013:1>69862:1|69013:1>71290:1|69013:1>71957:1|69013:1>72155:1|69013:1>72662:1|69013:1>72830:1|69013:1>73124:1|69532:1>17590:1|69532:1>48684:1|69532:1>65625:1|69532:1>69862:1|69532:1>71290:1|69532:1>71957:1|69532:1>72155:1|69532:1>72662:1|69532:1>72830:1|69532:1>73124:1|70690:1>17590:1|70690:1>48684:1|70690:1>65625:1|70690:1>69862:1|70690:1>71290:1|70690:1>71957:1|70690:1>72155:1|70690:1>72662:1|70690:1>72830:1|70690:1>73124:1|71583:1>17590:1|71583:1>48684:1|71583:1>65625:1|71583:1>69862:1|71583:1>71290:1|71583:1>71957:1|71583:1>72155:1|71583:1>72662:1|71583:1>72830:1|71583:1>73124:1|72311:1>17590:1|72311:1>48684:1|72311:1>65625:1|72311:1>69862:1|72311:1>71290:1|72311:1>71957:1|72311:1>72155:1|72311:1>72662:1|72311:1>72830:1|72311:1>73124:1|72598:1>17590:1|72598:1>48684:1|72598:1>65625:1|72598:1>69862:1|72598:1>71290:1|72598:1>71957:1|72598:1>72155:1|72598:1>72662:1|72598:1>72830:1|72598:1>73124:1	dictionary-adverbial-i
여지없다	VA	SurfaceOnly		여지없는	70665	456202:456202001		dictionary-conjugation
여지없다	VA	SurfaceOnly		여지없이	70665>600199	456202:456202001>230689:230689001	539739:1>227135:1	dictionary-adverbial-i
염치없다	VA	SurfaceOnly		염치없는	67650	237518:237518001		dictionary-conjugation
영락없다	VA	SurfaceOnly		영락없는	67685	232636:232636001		dictionary-conjugation
영락없다	VA	SurfaceOnly		영락없이	67685>93468	232636:232636001>460276:460276001	231144:1>231145:1	dictionary-adverbial-i
온데간데없다	VA	SurfaceOnly		온데간데없는	68620	459072:459072001		dictionary-conjugation
온데간데없다	VA	SurfaceOnly		온데간데없이	68620>68621	459072:459072001>237314:237314001	235698:1>503843:1	dictionary-adverbial-i
외롭다	VA	SurfaceOnly		외로이	67854			dictionary-related-adverb
요란스럽다	VA	SurfaceOnly		요란스레	69268			dictionary-related-adverb
요러다	VV	SurfaceOnly		요래	89713	248700:248700001		dictionary-conjugation
원만하다	VA	SurfaceOnly		원만히	69863			dictionary-related-adverb
원망스럽다	VA	SurfaceOnly		원망스레	69870			dictionary-related-adverb
유난스럽다	VA	SurfaceOnly		유난스레	72417			dictionary-related-adverb
유례없다	VA	SurfaceOnly		유례없는	70451	257637:257637001		dictionary-conjugation
유례없다	VA	SurfaceOnly		유례없이	70451>70452	257637:257637001>466468:466468001	18674:1>18675:1|18674:1>50924:1|50923:1>18675:1|50923:1>50924:1	dictionary-adverbial-i
이러다	VV	SurfaceOnly		이래	24838	468305:468305001		dictionary-conjugation
이상스럽다	VA	SurfaceOnly		이상스레	72000			dictionary-related-adverb
인정사정없다	VA	SurfaceOnly		인정사정없는	72544	265483:265483001		dictionary-conjugation
인정사정없다	VA	SurfaceOnly		인정사정없이	72544>72545	265483:265483001>472232:472232001	251891:1>251892:1	dictionary-adverbial-i
일없다	VA	SurfaceOnly		일없는	72668	264380:264380001		dictionary-conjugation
일없다	VA	SurfaceOnly		일없이	72668>72669	264380:264380001>471862:471862001	332943:1>579444:1|336344:1>579444:1	dictionary-adverbial-i
있다	VA	SurfaceOnly		있는	68797	275069:275069002		dictionary-conjugation
자랑스럽다	VA	SurfaceOnly		자랑스레	70800			dictionary-related-adverb
자연스럽다	VA	SurfaceOnly		자연스레	69512			dictionary-related-adverb
자유롭다	VA	SurfaceOnly		자유로이	71198			dictionary-related-adverb
잠잠하다	VA	SurfaceOnly		잠잠히	73671			dictionary-related-adverb
장렬하다	VA	SurfaceOnly		장렬히	73393			dictionary-related-adverb
재미없다	VA	SurfaceOnly		재미없는	57315	474279:474279001		dictionary-conjugation
재미있다	VA	SurfaceOnly		재미있는	71212	281149:281149001		dictionary-conjugation
재밌다	VA	SurfaceOnly		재밌는	24916	281156:281156001		dictionary-conjugation
재빠르다	VA	SurfaceOnly		재빨리	74240>24920	474864:474864001>289362:289362001	580309:1>359788:1	dictionary-adverbial-i
저러다	VV	SurfaceOnly		저래	25001	478424:478424001		dictionary-conjugation
적잖다	VA	SurfaceOnly		적잖이	84451			dictionary-related-adverb
정성스럽다	VA	SurfaceOnly		정성스레	76548			dictionary-related-adverb
정신없다	VA	SurfaceOnly		정신없는	75442	296749:296749001		dictionary-conjugation
정신없다	VA	SurfaceOnly		정신없이	75442>31759	296749:296749001>297064:297064001	21998:1>21999:1|21998:1>54439:1|54438:1>21999:1|54438:1>54439:1	dictionary-adverbial-i
조러다	VV	SurfaceOnly		조래	89955	478518:478518001		dictionary-conjugation
조심스럽다	VA	SurfaceOnly		조심스레	91752			dictionary-related-adverb
주책없다	VA	SurfaceOnly		주책없는	77098	301404:301404001		dictionary-conjugation
주책없다	VA	SurfaceOnly		주책없이	77098>77099	301404:301404001>482574:482574001	276057:1>276281:1	dictionary-adverbial-i
즐겁다	VA	SurfaceOnly		즐거이	62101			dictionary-related-adverb
지독스럽다	VA	SurfaceOnly		지독스레	76929			dictionary-related-adverb
지독하다	VA	SurfaceOnly		지독히	76931			dictionary-related-adverb
진배없다	VA	SurfaceOnly		진배없는	76262	483357:483357001		dictionary-conjugation
진배없다	VA	SurfaceOnly		진배없이	76262>76263	483357:483357001>311284:311284001	582746:1>509285:1	dictionary-adverbial-i
채신없다	VA	SurfaceOnly		채신없는	77925	321401:321401001		dictionary-conjugation
철석같다	VA	SurfaceOnly		철석같이	81896>81897	487154:487154001>320503:320503001	289995:1>289996:1	dictionary-adverbial-i
철없다	VA	SurfaceOnly		철없는	81909	487309:487309001		dictionary-conjugation
철없다	VA	SurfaceOnly		철없이	81909>81910	487309:487309001>328397:328397001	290462:1>399478:1	dictionary-adverbial-i
크나크다	VA	SurfaceOnly		크나커	81349	339675:339675001		dictionary-conjugation
태연스럽다	VA	SurfaceOnly		태연스레	80596			dictionary-related-adverb
터무니없다	VA	SurfaceOnly		터무니없는	80417	492644:492644001		dictionary-conjugation
터무니없다	VA	SurfaceOnly		터무니없이	80417>80418	492644:492644001>346150:346150001	303568:1>303569:1	dictionary-adverbial-i
턱없다	VA	SurfaceOnly		턱없는	80438	492730:492730001		dictionary-conjugation
턱없다	VA	SurfaceOnly		턱없이	80438>80439	492730:492730001>338203:338203001	25937:1>25938:1|25937:1>57287:1|57286:1>25938:1|57286:1>57287:1	dictionary-adverbial-i
틀림없다	VA	SurfaceOnly		틀림없는	71301	351941:351941001		dictionary-conjugation
틀림없다	VA	SurfaceOnly		틀림없이	71301>82627	351941:351941001>348741:348741001	306287:1>306288:1	dictionary-adverbial-i
퍼렇다	VA	SurfaceOnly		퍼러니	81098	500848:500848001		dictionary-conjugation
퍼렇다	VA	SurfaceOnly		퍼레	81098	500848:500848001		dictionary-conjugation
하나같다	VA	SurfaceOnly		하나같이	84241>84246	360009:360009001>360010:360010001	402133:1>365533:1	dictionary-adverbial-i
하릴없다	VA	SurfaceOnly		하릴없는	84311	501098:501098001		dictionary-conjugation
하릴없다	VA	SurfaceOnly		하릴없이	84311>84312	501098:501098001>362240:362240001	27663:1>370458:1|27663:1>373954:1|59316:1>370458:1|59316:1>373954:1	dictionary-adverbial-i
하염없다	VA	SurfaceOnly		하염없는	84012	501488:501488001		dictionary-conjugation
하염없다	VA	SurfaceOnly		하염없이	84012>84013	501488:501488001>361312:361312001	27651:1>370480:1|27651:1>373985:1|59396:1>370480:1|59396:1>373985:1	dictionary-adverbial-i
하잘것없다	VA	SurfaceOnly		하잘것없는	84536	363118:363118001		dictionary-conjugation
한가롭다	VA	SurfaceOnly		한가로이	84077			dictionary-related-adverb
한결같다	VA	SurfaceOnly		한결같이	84091>84092	504740:504740001>360417:360417001	406935:1>27700:1|406935:1>59403:1|410495:1>27700:1|410495:1>59403:1	dictionary-adverbial-i
한량없다	VA	SurfaceOnly		한량없는	84882	502976:502976001		dictionary-conjugation
한량없다	VA	SurfaceOnly		한량없이	84882>84883	502976:502976001>366572:366572001	312769:1>312770:1	dictionary-adverbial-i
한없다	VA	SurfaceOnly		한없이	85581>85582	366060:366060001>366061:366061001	313010:1>438815:1	dictionary-adverbial-i
허물없다	VA	SurfaceOnly		허물없는	87713	371524:371524001		dictionary-conjugation
허물없다	VA	SurfaceOnly		허물없이	87713>87714	371524:371524001>503767:503767001	318052:1>586444:1	dictionary-adverbial-i
허여멀겋다	VA	SurfaceOnly		허여멀거니	86807	370078:370078001		dictionary-conjugation
허여멀겋다	VA	SurfaceOnly		허여멀게	86807	370078:370078001		dictionary-conjugation
형편없다	VA	SurfaceOnly		형편없는	86390	375166:375166001		dictionary-conjugation
형편없다	VA	SurfaceOnly		형편없이	86390>86391	375166:375166001>375167:375167001	28306:1>321317:1|60676:1>321317:1	dictionary-adverbial-i
호사스럽다	VA	SurfaceOnly		호사스레	86789			dictionary-related-adverb
황당하다	VA	SurfaceOnly		황당히	87402			dictionary-related-adverb
훌륭하다	VA	SurfaceOnly		훌륭히	73249			dictionary-related-adverb
훤칠하다	VA	SurfaceOnly		훤칠히	87749			dictionary-related-adverb
